Gaia source IDs,True distance [pc],True RA [deg],True Dec [deg],Stellar mass [M_\odot],G-band mag,True planet mass [M_J],True period [days],True inclination [deg],True eccentricity,True omega [deg],True Omega [deg],True T_peri [days],Best-fit planet mass [M_J],Best-fit period [days],Best-fit inclination [deg],Best-fit eccentricity,Best-fit omega [deg],Best-fit Omega [deg],Best-fit T_peri [days],MCMC distance 16th [pc],MCMC distance 50th [pc],MCMC distance 84th [pc],MCMC period 16th [days],MCMC period 50th [days],MCMC period 84th [days],MCMC planet mass 16th [M_J],MCMC planet mass 50th [M_J],MCMC planet mass 84th [M_J],MCMC eccentricity 16th,MCMC eccentricity 50th,MCMC eccentricity 84th,MCMC inclination 16th [deg],MCMC inclination 50th [deg],MCMC inclination 84th [deg]
6213122303399862912,121.351,229.71166719462025,-28.342360395242608,0.498,14.128,6.724,1265.95,82.398,0.196,99.866,336.904,30.681,7.204,1345.337,90.266,0.27,213.376,160.888,1142.675,121.131,121.367,121.602,1305.174,1367.426,1467.634,6.709,7.397,8.262,0.158,0.323,0.517,85.426,90.952,96.185
5428975620061506944,114.461,137.85206720897645,-39.764610910245686,0.711,12.284,5.887,2034.697,154.969,0.164,258.234,318.868,136.995,5.706,1691.335,138.496,0.048,221.404,108.635,916.426,114.425,114.538,114.654,1642.928,1743.98,1887.429,5.522,5.828,6.169,0.021,0.072,0.149,131.12,138.101,146.233
6674139316948483200,146.428,302.46959027272936,-43.354084899988145,1.159,9.214,12.701,968.619,76.874,0.672,217.107,279.065,73.449,11.418,956.558,67.433,0.508,25.484,106.416,76.969,146.6,146.916,147.233,931.434,960.337,1003.973,11.746,19.465,71.458,0.504,0.925,0.996,62.25,74.147,84.648
3662230175628219648,188.486,207.19157004995924,0.17006509258903518,0.503,15.047,9.249,1131.757,144.107,0.103,115.432,52.88,133.916,11.308,1111.417,128.927,0.315,197.237,40.537,442.054,188.665,189.621,190.581,1068.759,1108.213,1156.203,10.36,13.104,44.862,0.116,0.485,0.98,104.754,119.799,135.263
5852613979917871488,176.5,216.6425435508388,-65.01404974000987,0.339,16.424,8.41,1360.603,152.003,0.089,10.46,216.07,196.245,10.011,1264.062,164.631,0.539,96.522,34.29,1105.925,176.081,177.129,178.214,1211.537,1284.135,1406.262,10.626,20.227,78.286,0.49,0.898,0.993,99.704,120.639,142.054
4637584916037247488,46.253,20.85969769152912,-76.61187228607294,0.978,8.234,5.009,1366.007,91.834,0.037,46.796,149.546,89.765,5.267,1393.253,88.58,0.01,133.024,149.673,417.05,46.241,46.27,46.299,1362.155,1398.371,1439.248,4.908,5.281,5.651,0.025,0.087,0.187,84.808,88.687,92.701
4828566718527342080,123.865,61.74656779272063,-51.78165486828349,0.686,12.951,2.726,1438.631,33.677,0.352,297.098,63.413,189.097,3.408,1243.066,23.945,0.282,263.594,118.243,210.967,123.599,123.752,123.898,1196.15,1258.865,1345.216,3.322,3.923,5.182,0.117,0.354,0.743,32.328,44.94,58.764
1683192842875340416,60.656,187.8589850689366,70.47530323904621,0.511,12.511,8.041,1635.354,73.665,0.382,207.188,204.734,216.933,8.136,1705.297,72.557,0.457,22.042,26.014,196.143,60.568,60.611,60.653,1656.282,1739.975,1858.681,7.795,8.11,8.436,0.4,0.481,0.568,70.02,72.226,74.348
3531361177794398976,82.259,168.9997951305544,-27.656548357993625,0.647,12.022,2.708,953.003,94.012,0.57,325.766,46.092,122.251,3.67,910.923,74.636,0.553,302.556,30.063,26.552,82.151,82.22,82.29,895.886,918.841,949.045,2.875,3.564,6.69,0.169,0.535,0.948,65.614,74.884,82.664
5275965971330876032,78.11,119.85015209465361,-63.553294641241294,0.845,9.7,3.177,1383.631,77.053,0.561,13.053,122.41,71.029,6.751,1427.001,84.407,0.961,41.855,104.108,130.279,78.01,78.062,78.111,1375.399,1482.45,1665.598,4.641,9.822,70.377,0.814,0.994,1.0,77.639,87.523,91.341
4665028176510934784,207.724,72.51743292679761,-63.292950119058226,0.662,14.38,10.047,1006.645,28.981,0.333,139.678,267.819,47.299,11.283,1006.346,41.426,0.242,271.752,42.529,802.294,206.757,207.31,207.835,977.194,1008.567,1042.038,10.428,11.99,14.095,0.116,0.311,0.571,34.17,46.689,57.53
3848808605847847936,45.721,149.20171527066756,4.241852618605409,1.278,6.601,7.058,741.963,65.364,0.154,44.28,8.725,89.887,7.681,745.813,64.294,0.322,215.874,172.559,62.028,45.696,45.738,45.783,732.234,743.929,755.893,7.137,7.844,8.751,0.126,0.299,0.511,58.233,64.974,70.767
1051809594978922112,251.119,154.36071845543185,61.83449277695868,1.006,11.677,7.561,1279.194,153.287,0.114,113.337,18.611,47.41,8.509,1279.903,136.024,0.178,288.564,5.073,741.231,250.574,251.19,251.825,1250.828,1327.564,1477.823,8.077,9.456,11.514,0.081,0.276,0.649,117.775,127.911,140.038
615771046071148800,142.976,151.03792123627562,14.992717526615195,0.537,14.156,6.539,840.839,43.656,0.525,232.089,337.087,53.884,6.587,850.125,31.893,0.287,199.912,55.267,152.861,142.214,142.544,142.863,822.103,850.102,877.068,6.442,7.47,9.646,0.113,0.348,0.711,32.345,45.018,57.45
1724394666013924736,22.8,247.03697245043665,84.83482693809029,0.343,11.94,4.343,1731.758,137.823,0.153,167.153,155.449,213.385,4.35,1706.006,139.076,0.096,174.176,157.118,231.688,22.793,22.797,22.802,1686.892,1707.461,1732.131,4.294,4.354,4.414,0.075,0.096,0.117,137.644,138.963,140.356
3103325050611099008,44.08,98.09637031647779,-5.8690025705088775,1.621,5.545,11.535,1169.295,105.717,0.367,336.47,146.127,128.417,10.741,1166.873,105.843,0.301,349.864,150.621,143.409,44.126,44.173,44.222,1129.797,1172.705,1222.417,10.036,10.883,11.818,0.164,0.304,0.45,100.631,105.742,111.362
900107879750450176,96.975,110.58266626828141,39.46479578627306,0.563,13.563,8.157,1512.683,116.294,0.038,112.314,232.299,139.794,8.924,1469.079,115.523,0.124,257.113,48.497,9.502,96.608,96.741,96.875,1428.639,1486.667,1609.477,8.628,9.018,9.446,0.059,0.157,0.279,111.308,114.745,118.306
1445402871886095360,105.177,204.67373884979136,25.73145015764765,1.037,9.975,9.898,1170.194,53.247,0.105,235.925,313.698,135.747,10.197,1096.258,42.691,0.335,335.454,148.226,1021.739,104.968,105.109,105.254,1070.971,1102.408,1135.297,9.44,10.487,12.385,0.137,0.35,0.628,35.428,44.685,52.706
1952522820310480512,108.333,326.5888318330129,36.885739422826376,0.973,9.981,9.177,1941.373,129.594,0.058,51.896,176.955,272.39,10.234,1727.444,122.432,0.249,111.311,178.078,537.877,108.269,108.38,108.492,1720.628,1874.146,2212.083,9.621,10.079,10.553,0.182,0.261,0.349,120.464,125.213,131.703
6548089650374818304,139.536,342.35242347626195,-36.60273256895639,0.849,11.675,12.337,1218.949,29.697,0.284,230.455,191.135,37.478,12.604,1201.937,33.436,0.281,95.6,9.179,168.611,138.916,139.174,139.432,1178.206,1205.93,1238.124,11.971,12.826,13.745,0.183,0.276,0.376,28.471,36.461,42.828
5936362444905668224,135.348,255.3818113317462,-52.078290673265585,1.135,9.625,8.538,1938.305,151.248,0.21,7.542,285.208,44.853,10.162,1556.035,140.993,0.236,7.164,118.508,724.751,135.01,135.259,135.514,1551.019,1710.022,2241.185,9.25,10.242,11.771,0.053,0.172,0.338,128.937,139.259,150.37
3033510249839159040,177.904,111.97777028427905,-13.31543350118651,0.817,11.876,7.965,982.799,65.716,0.01,122.584,302.591,5.684,10.186,932.169,59.955,0.537,355.329,111.011,121.87,177.43,177.767,178.109,915.071,937.01,961.421,9.144,11.391,21.332,0.357,0.682,0.97,50.244,60.829,69.449
2101152465691610624,115.827,290.26916240105817,40.20239333929897,1.007,10.278,11.595,463.159,158.228,0.015,225.399,207.191,4.526,11.422,453.438,154.034,0.113,46.64,176.782,266.795,115.879,116.009,116.134,449.061,453.638,458.367,11.094,12.102,13.157,0.039,0.134,0.277,136.085,144.944,154.266
5835123503058583808,73.996,244.60709735583714,-57.89265699900078,0.364,14.281,5.61,620.948,53.729,0.112,25.811,142.876,97.96,5.977,622.436,52.69,0.193,63.919,146.422,177.685,73.872,73.952,74.033,618.017,623.671,629.586,5.42,5.975,6.56,0.058,0.168,0.309,45.496,52.704,58.488
591332304199631616,130.911,136.49378639285973,9.629411179202886,0.638,13.821,7.335,1303.509,30.77,0.039,63.136,253.424,115.28,8.53,1318.274,43.749,0.057,331.555,79.712,444.259,130.915,131.189,131.468,1279.616,1326.389,1382.608,7.704,8.631,9.656,0.035,0.117,0.247,34.812,44.783,52.31
1832609017041781504,225.113,307.5424349341614,26.069859815543754,0.777,13.2,6.996,1590.781,107.447,0.039,324.681,270.116,16.903,8.345,1485.517,103.498,0.668,280.822,104.848,576.343,224.452,225.094,225.703,1453.458,1520.084,1628.045,6.297,9.057,28.198,0.371,0.783,0.984,93.186,99.953,108.781
6455196104832061696,282.762,307.0873924170185,-59.96389999317219,0.793,13.292,9.482,938.201,150.336,0.035,154.109,305.796,37.724,11.3,955.46,123.185,0.261,270.972,107.168,860.446,281.579,282.497,283.43,933.897,957.458,989.15,9.771,11.941,20.899,0.087,0.302,0.864,108.139,119.78,131.224
3658137140514616064,105.329,206.16886306339612,-3.093288392801211,0.539,13.471,11.09,560.158,114.596,0.153,163.882,305.144,54.235,9.075,574.456,123.033,0.098,132.916,127.755,299.919,105.015,105.169,105.323,565.246,573.698,582.684,8.412,9.347,10.338,0.05,0.16,0.334,116.263,122.089,129.291
5488302523016369152,80.222,117.37195836393288,-54.90078739405994,1.182,8.266,9.401,1167.278,120.967,0.108,171.242,3.5,51.65,8.488,1170.19,118.38,0.198,317.079,9.652,505.789,80.022,80.105,80.187,1129.467,1163.727,1197.998,7.903,8.747,9.619,0.048,0.168,0.35,111.486,117.207,123.68
5566320500866432768,102.805,107.10130086958516,-36.82599933397291,0.662,12.947,3.997,1385.558,93.093,0.052,19.666,137.546,6.287,4.425,1431.896,99.587,0.584,278.361,138.391,996.576,102.725,102.811,102.897,1406.612,1473.399,1632.999,3.503,4.347,7.51,0.255,0.618,0.909,93.39,98.964,105.709
2155540255030594560,22.443,286.8540816077827,59.08664769376769,0.412,11.238,2.619,525.229,71.337,0.045,40.723,280.667,18.122,2.764,525.436,73.304,0.175,184.804,99.05,486.266,22.44,22.445,22.45,521.905,525.739,529.75,2.61,2.76,2.914,0.056,0.15,0.266,70.14,73.249,76.252
6095956420201948672,185.436,211.94523408188476,-46.73639865025108,0.694,13.853,8.465,906.583,170.784,0.237,308.38,241.095,123.044,11.527,931.825,147.796,0.514,255.166,151.392,192.712,186.001,186.51,187.021,915.734,934.259,953.249,10.22,11.625,14.302,0.207,0.448,0.69,130.643,140.922,151.976
6181966782431228032,53.485,201.550490730501,-30.235766166453118,0.265,14.648,6.591,861.628,90.321,0.326,270.831,141.78,119.715,6.241,863.528,86.916,0.2,240.517,144.919,59.15,53.486,53.549,53.61,853.914,866.38,880.463,5.79,6.174,6.601,0.078,0.184,0.295,84.513,87.053,89.774
3926555141767547008,97.781,178.64050025134475,17.88069956484964,0.952,9.155,11.624,1272.778,72.024,0.105,259.775,330.581,182.125,11.326,1265.034,73.186,0.141,120.846,153.091,323.963,97.906,98.044,98.189,1237.77,1264.591,1293.121,10.643,11.443,12.263,0.038,0.119,0.248,69.321,73.116,76.861
1368173106431798656,56.688,266.3820671680456,51.40488234019108,0.393,13.424,8.198,2086.251,57.13,0.064,16.517,276.386,189.973,8.149,2130.412,57.744,0.08,183.223,97.615,119.817,56.685,56.713,56.741,2037.798,2164.162,2396.503,7.983,8.208,8.471,0.04,0.091,0.169,55.156,57.368,59.477
4558016489353549440,58.353,251.96495118486573,15.757586266593913,0.944,9.116,4.376,213.625,27.428,0.54,7.988,311.763,3.951,7.143,211.678,57.164,0.421,239.287,58.167,200.406,58.341,58.393,58.446,209.01,211.496,213.728,6.5,13.933,66.131,0.353,0.922,0.997,52.421,71.826,85.491
4584914868799054976,90.518,276.4040320576325,26.155423015007106,0.224,16.313,11.968,1666.068,56.765,0.582,61.064,188.783,115.735,11.348,1583.653,48.528,0.486,225.98,11.207,66.982,90.394,90.652,90.919,1534.709,1620.095,1753.572,10.682,11.54,12.627,0.413,0.532,0.664,43.601,48.649,52.974
5410249566954210688,119.794,142.02636057055898,-48.63463288517313,0.28,16.219,8.464,1457.338,51.409,0.257,233.498,180.431,131.861,7.962,1406.467,28.581,0.423,356.12,21.307,1388.783,119.196,119.572,119.961,1378.243,1528.857,2055.142,7.414,8.842,11.757,0.303,0.578,0.836,29.608,42.182,58.264
767743825275757952,69.82,174.31958060863985,40.65419715981059,0.408,13.736,4.425,1446.581,117.171,0.343,296.882,108.305,97.849,4.08,1457.778,120.152,0.335,285.787,106.284,55.976,69.623,69.686,69.753,1393.436,1491.772,1676.345,3.831,4.23,4.718,0.244,0.393,0.53,113.709,118.211,123.219
6465929232401247488,63.503,323.56429544420706,-50.81044032140662,0.589,11.946,12.612,1380.89,79.307,0.037,303.205,278.542,157.435,12.339,1369.215,79.169,0.064,156.555,97.02,281.696,63.41,63.453,63.497,1358.426,1372.543,1386.51,12.066,12.324,12.587,0.023,0.057,0.098,78.106,79.193,80.27
245236555228776064,147.089,56.115006891399446,46.29343694283607,0.649,14.033,9.28,617.028,106.459,0.046,72.441,112.469,44.074,9.595,633.614,124.945,0.59,20.4,110.175,605.171,146.555,146.869,147.191,619.452,632.049,644.158,9.197,13.924,59.443,0.347,0.909,0.996,99.575,115.247,131.696
3047901555677599488,110.79,107.81100707580347,-10.241507606953562,0.838,11.104,11.137,1333.72,119.767,0.178,162.619,167.361,148.293,12.011,1323.987,111.231,0.36,201.7,172.773,286.525,110.404,110.59,110.776,1291.478,1328.907,1371.495,10.965,12.174,14.286,0.211,0.374,0.596,107.489,111.55,116.14
5838832086999309440,89.536,194.53127050187163,-73.1125820285787,0.54,13.683,10.558,719.896,161.484,0.094,190.466,155.834,60.098,10.49,712.294,159.019,0.083,43.215,0.042,75.876,89.391,89.464,89.539,708.094,712.253,716.29,10.257,10.663,11.086,0.032,0.083,0.14,149.277,155.134,161.904
2555234206561963520,86.979,8.52317999127096,4.994864236699282,0.447,13.859,10.772,324.396,71.309,0.282,174.625,331.168,1.599,9.53,325.836,80.297,0.204,348.383,155.061,5.614,86.779,86.934,87.098,324.732,326.932,329.193,9.356,12.563,38.301,0.174,0.776,0.995,70.012,79.698,87.344
3267310750259712256,73.352,47.247640158489126,1.7536811531911187,0.438,13.574,8.93,2115.193,53.207,0.383,226.682,356.684,118.978,9.072,1902.601,55.576,0.354,59.764,177.562,181.198,73.22,73.289,73.36,1837.314,1960.107,2161.143,8.86,9.112,9.383,0.315,0.382,0.457,52.487,55.501,58.249
5737943717521583232,163.359,139.4500313762063,-13.385618596343287,0.801,11.965,12.972,1565.662,74.574,0.031,72.094,358.105,174.022,12.712,1624.56,77.637,0.049,48.369,179.648,902.097,163.047,163.439,163.823,1588.455,1716.324,2025.052,11.992,12.889,13.932,0.039,0.131,0.285,72.707,77.78,82.834
4393388331312122240,94.018,258.6319543618341,5.696714689905402,0.359,14.851,12.179,2289.487,44.875,0.002,350.263,359.124,63.45,12.626,1775.625,54.891,0.303,316.639,163.126,680.101,93.801,94.016,94.228,1896.091,2134.551,2439.179,12.159,12.885,14.525,0.023,0.085,0.213,45.082,50.646,55.953
4455491325028804992,91.604,236.6666156101281,9.311514988794238,0.361,14.781,9.116,1565.041,57.61,0.117,242.275,168.934,184.121,9.825,1545.146,58.58,0.168,255.434,170.261,245.466,91.48,91.64,91.802,1522.243,1549.627,1583.032,9.425,9.852,10.282,0.11,0.177,0.248,54.495,58.688,62.546
5476556268499012480,116.516,94.63823638898408,-65.10825446192878,0.803,11.49,12.405,1150.209,125.6,0.368,217.648,237.614,15.944,12.017,1158.709,126.089,0.33,45.181,61.114,36.231,116.235,116.365,116.498,1140.222,1162.622,1186.597,11.219,12.06,12.978,0.22,0.325,0.434,120.833,125.287,130.436
6449464148856419968,134.315,313.5761456111147,-65.19870863848587,1.231,9.173,12.221,2032.429,11.622,0.037,289.512,14.028,264.964,12.614,1862.328,45.838,0.158,351.162,76.627,891.233,134.065,134.255,134.447,1881.129,2005.263,2145.948,12.233,12.67,13.171,0.027,0.084,0.162,33.477,42.322,49.606
1966336122330566784,198.313,322.80818886830616,40.966062160727795,0.952,10.717,5.66,859.525,61.154,0.056,286.603,45.973,50.274,12.099,847.099,81.896,0.751,96.056,50.062,448.063,197.843,198.19,198.561,810.363,850.433,888.132,7.91,14.618,57.435,0.392,0.874,0.993,70.978,83.202,89.385
991132732266407424,56.165,100.85580768242971,49.79061663996132,0.349,13.838,1.967,979.324,78.81,0.283,130.229,342.428,108.585,2.335,952.526,94.276,0.349,319.699,168.657,142.26,56.074,56.116,56.159,925.374,955.245,989.497,2.12,2.372,2.733,0.149,0.345,0.581,87.372,93.932,100.789
3738906749295009408,80.253,202.93717263476626,11.919560750623553,0.714,11.283,5.198,1681.412,44.656,0.074,108.267,120.237,224.611,5.543,1490.74,32.683,0.316,350.139,109.859,1111.141,80.108,80.221,80.332,1454.577,1528.219,1706.23,5.226,5.79,6.51,0.145,0.344,0.586,28.369,38.377,47.122
940203839001609728,139.674,102.31402686076122,34.84719616391459,0.565,13.86,10.796,605.84,107.222,0.22,115.023,57.433,37.952,11.505,616.541,117.969,0.346,218.544,69.727,190.72,139.6,140.0,140.388,602.102,613.365,623.861,10.546,12.082,14.155,0.094,0.278,0.619,106.696,114.633,123.117
6544311900220450432,146.115,342.21439497414497,-43.14375053845288,0.692,13.268,6.902,828.478,106.913,0.042,255.846,56.113,30.378,6.285,789.441,121.614,0.204,339.38,63.791,186.234,145.925,146.215,146.514,757.023,785.489,818.78,5.85,7.532,16.055,0.149,0.514,0.956,106.786,117.81,130.587
766173099900253184,262.098,174.3740977718539,38.54461875447873,0.797,12.813,12.364,661.316,57.216,0.571,84.382,184.95,90.779,11.813,702.35,44.141,0.251,325.176,166.168,532.661,261.765,262.765,263.799,679.925,705.776,730.961,11.888,15.794,46.467,0.188,0.667,0.977,41.393,57.473,75.265
3742985009721334784,118.129,199.30609837436373,13.61263662729003,0.554,13.592,9.179,1425.993,121.856,0.09,75.531,250.854,45.418,10.052,1345.149,122.151,0.101,158.742,72.308,1012.324,117.748,117.981,118.203,1310.057,1356.036,1419.123,9.412,10.156,10.924,0.046,0.128,0.245,116.908,121.609,126.668
377006014427753600,74.049,15.550308733498845,45.235225754097094,0.628,11.953,10.916,267.632,78.534,0.126,356.124,176.062,16.078,9.921,266.048,69.098,0.163,321.288,174.036,258.291,73.979,74.043,74.107,264.049,265.748,267.468,9.137,9.99,10.904,0.053,0.176,0.341,61.937,68.465,74.357
5067691805870056576,31.362,35.35283781651606,-30.933149620558428,0.766,8.559,4.464,1923.475,118.792,0.11,91.072,291.777,183.527,4.387,1917.844,117.202,0.107,271.124,112.425,179.087,31.339,31.351,31.362,1850.967,1961.991,2161.585,4.26,4.457,4.719,0.063,0.126,0.206,114.838,116.796,118.687
3619856578041834368,86.052,206.18428710641953,-7.889506789532297,0.496,13.403,6.915,1309.795,150.688,0.065,293.869,216.068,13.136,6.816,1303.817,168.19,0.23,198.885,171.919,1138.845,86.054,86.164,86.276,1278.76,1305.788,1336.432,6.739,7.076,7.439,0.133,0.218,0.304,148.27,155.001,162.305
1271747311067108096,65.2,230.92635965765376,27.887894561908208,0.307,14.599,6.521,1465.999,51.89,0.195,84.908,97.779,172.425,6.464,1461.068,54.729,0.152,104.053,92.912,232.363,65.019,65.086,65.155,1445.907,1463.739,1482.996,6.288,6.454,6.63,0.096,0.145,0.194,52.378,54.889,57.236
2025102544983204608,310.77,294.5365033068295,27.04969949603565,1.357,10.681,12.693,1326.01,71.047,0.149,72.203,282.218,170.811,12.492,1391.982,82.955,0.318,25.932,83.218,690.293,310.539,311.532,312.536,1351.776,1431.361,1829.305,11.284,13.012,15.576,0.102,0.322,0.626,71.109,80.75,89.767
1431455017130395520,139.934,247.90369118534844,57.76369261442187,1.114,9.795,8.85,855.895,59.995,0.268,351.369,184.759,58.777,9.657,843.321,68.358,0.322,113.508,4.11,773.438,139.813,140.012,140.221,818.3,847.464,881.263,8.793,10.523,14.82,0.117,0.398,0.79,62.372,71.645,79.21
3962351009824511232,172.823,189.07396881842988,27.0206813521693,0.823,11.978,10.971,1126.599,96.151,0.258,201.666,177.336,33.383,10.459,1102.365,91.311,0.156,96.449,175.843,809.725,172.384,172.91,173.436,1030.835,1080.412,1127.399,10.013,12.634,23.751,0.148,0.551,0.964,83.82,90.701,97.802
5526488557549661312,84.153,127.93951143392768,-43.18532507644565,0.638,12.148,5.845,473.114,18.928,0.434,323.223,252.017,63.293,6.157,479.735,35.161,0.369,173.464,55.759,77.669,84.077,84.149,84.217,473.836,479.747,485.98,5.828,6.622,7.643,0.259,0.432,0.632,31.032,42.22,51.708
2085782323930182784,113.928,301.33247825969715,47.54005544070534,1.046,9.803,10.117,1796.833,79.86,0.441,343.521,231.857,109.967,11.21,1612.789,93.615,0.407,173.393,47.388,127.198,113.874,113.985,114.097,1568.019,1711.68,1985.01,10.483,11.21,12.046,0.346,0.492,0.679,90.418,94.08,98.051
5308413727717433856,76.477,146.80561351969288,-54.48606673778064,0.714,11.694,5.882,1610.381,155.27,0.13,313.984,91.008,205.978,5.948,1534.21,153.226,0.212,1.571,129.127,253.58,76.418,76.474,76.528,1500.987,1573.854,1696.63,5.78,6.103,6.457,0.132,0.222,0.311,140.662,147.668,155.544
1762170277768956416,87.494,310.7496064587244,14.310602005799723,0.334,14.955,10.657,866.821,104.907,0.533,307.531,83.309,30.291,11.753,877.821,102.582,0.701,302.898,88.317,17.071,87.286,87.432,87.585,865.466,875.614,885.387,10.595,17.107,41.732,0.638,0.891,0.984,95.429,100.606,105.757
1085124866020246912,110.572,120.32007511956256,61.74900170351197,1.08,9.283,6.269,1423.892,176.388,0.331,134.697,185.79,124.446,7.622,1462.292,152.039,0.566,90.914,147.408,136.629,110.455,110.605,110.756,1414.606,1519.503,1732.106,7.493,8.998,13.421,0.538,0.695,0.879,121.498,136.065,148.691
5419483471759730688,271.539,147.3061382657419,-40.71180626378307,0.755,13.612,11.888,1357.095,82.817,0.062,55.62,147.363,177.979,12.306,1370.96,83.69,0.372,228.598,147.615,794.246,271.171,271.977,272.801,1330.784,1382.298,1454.002,10.621,11.934,13.361,0.08,0.249,0.483,77.039,83.085,88.83
6522873111403179264,169.959,353.86424786692,-50.20473796372281,0.941,11.264,5.524,888.789,147.739,0.193,96.789,339.074,28.206,6.479,919.56,145.619,0.254,45.147,116.841,496.577,169.472,169.799,170.134,895.05,920.62,949.508,6.244,7.334,10.866,0.107,0.343,0.831,118.792,132.705,146.268
