Binary source ID,True distance [pc],True RA [deg],True Dec [deg],Primary stellar mass [M_\odot],Secondary stellar mass [M_\odot],Apparent stellar mass [M_\odot],Primary G-band mag,Secondary G-band mag,Apparent G-band mag,True period [days],True inclination [deg],True eccentricity,True omega [deg],True Omega [deg],True T_peri [days],Best-fit planet mass [M_J],Best-fit period [days],Best-fit inclination [deg],Best-fit eccentricity,Best-fit omega [deg],Best-fit Omega [deg],Best-fit T_peri [days],MCMC distance 16th [pc],MCMC distance 50th [pc],MCMC distance 84th [pc],MCMC period 16th [days],MCMC period 50th [days],MCMC period 84th [days],MCMC planet mass 16th [M_J],MCMC planet mass 50th [M_J],MCMC planet mass 84th [M_J],MCMC eccentricity 16th,MCMC eccentricity 50th,MCMC eccentricity 84th,MCMC inclination 16th [deg],MCMC inclination 50th [deg],MCMC inclination 84th [deg],\Delta \chi^2
303,135.73094,248.31457874345207,3.8620385539746924,0.36887,0.35309,0.49406,15.28078,15.41075,14.59125,580.46648,50.8794,0.17259,101.91136,83.77276,33.73199,9.56061,582.68081,53.3386,0.2228,129.41563,62.36987,36.52098,135.50781,135.85517,136.20111,572.81136,583.60994,594.66465,8.88172,10.22732,12.69151,0.0795,0.28209,0.66478,45.48595,57.02722,66.60651,105.11451
304,76.04327,182.43862360716182,-25.253757759969137,0.33661,0.32008,0.46168,14.37492,14.50179,13.68392,1484.50116,106.00501,0.60098,306.88548,118.29985,211.5279,8.64918,1511.22068,107.07787,0.52368,317.13365,122.6254,255.84823,75.99031,76.0727,76.15649,1442.38038,1581.18898,1847.55991,8.29809,9.01895,10.03142,0.46608,0.55924,0.67549,102.80303,105.782,108.92421,580.26268
305,98.71532,260.687915759616,-56.1147629439688,0.19762,0.19037,0.29599,17.00475,17.11042,16.30372,952.31069,40.41949,0.69828,136.66711,235.46423,137.74946,6.08337,974.22195,55.85182,0.46984,277.41994,30.07455,961.31441,98.66556,99.09702,99.53514,939.98331,1008.91379,1360.56801,5.64894,7.67554,17.72065,0.23054,0.7438,0.96467,53.63434,69.08394,81.81067,56.30821
306,145.87275,174.31360586488796,-42.11383132738562,0.62426,0.6188,0.74447,13.27225,13.3283,12.54734,1566.90321,23.32195,0.6081,123.76969,253.17764,180.41177,9.8547,1435.83679,22.08516,0.46822,316.46222,63.1969,147.88852,146.01627,146.21662,146.41918,1391.07932,1444.89447,1513.05213,9.4976,10.19066,11.0023,0.3816,0.47985,0.5726,20.46726,28.80303,36.3452,705.96366
307,172.88363,269.87685580106756,-12.171427539389514,0.73732,0.73102,0.84312,12.65465,12.70817,11.92851,870.38596,111.57703,0.41395,118.52107,232.46981,71.79511,9.16072,891.35058,128.40455,0.17894,350.375,51.73996,227.36402,172.32891,172.68739,173.05582,855.32402,887.00101,923.46437,8.66256,10.24487,15.44431,0.11867,0.36756,0.88153,113.48801,124.07208,136.47807,79.41022
308,36.0303,282.0136557566528,-69.74646739062494,0.44446,0.43724,0.59265,11.95952,12.01823,11.2359,417.92096,88.09364,0.83208,166.37774,282.69963,18.924,7.47368,417.80504,86.83455,0.76722,344.71499,105.02754,18.66703,36.0001,36.01315,36.02617,416.71078,417.75354,418.83835,7.28663,8.14166,11.81215,0.7341,0.86785,0.99172,81.71993,86.0235,89.50325,1014.17016
309,92.89533,92.30346132625185,68.86456462100708,0.24397,0.22939,0.34941,15.80711,15.97949,15.13731,142.7175,110.33115,0.05889,317.92143,113.91984,10.3867,11.47352,142.88101,110.89495,0.09456,359.61424,120.48765,25.35313,92.69237,92.84229,92.98754,142.11508,142.72383,143.33916,10.26735,11.75768,13.73099,0.06706,0.23058,0.53007,104.24736,112.91227,123.41794,107.86705
310,134.49905,277.21146415348187,11.69588830860391,0.63754,0.63234,0.72409,13.30483,13.35449,12.5768,1029.17858,87.81471,0.69511,123.51675,154.33038,111.79898,9.19265,1056.01216,86.58542,0.59051,112.23355,155.14968,69.95408,133.99322,134.21196,134.43473,1021.10634,1052.34379,1081.96901,7.82342,9.04299,12.41461,0.29584,0.556,0.81979,80.5656,86.7358,91.83529,186.254
311,261.06755,112.94654957153979,-51.627747192118,0.82387,0.82015,0.88499,11.94568,11.98286,11.21153,1048.0196,146.13422,0.31165,101.30018,134.51584,43.03861,12.02507,1012.64122,128.82717,0.7086,53.26542,104.5833,982.72757,259.77828,260.34658,260.93319,996.12244,1032.46037,1077.00975,10.31684,25.14905,117.92336,0.52622,0.96139,0.9981,95.27113,109.83289,130.83455,51.83787
312,228.89932,241.56111949761842,26.168143407971243,0.58577,0.58082,0.67453,14.99483,15.03882,14.26403,484.24227,163.12038,0.2452,92.32757,70.84282,59.61768,8.99027,496.35377,139.67977,0.25415,66.89787,100.11414,493.40226,228.9589,229.65613,230.31812,476.70343,493.34128,506.08233,8.74832,10.75278,22.72296,0.11168,0.418,0.94593,110.49919,126.09539,141.77115,59.20903
313,85.72912,79.51169999924255,-25.988699799571815,0.29402,0.26565,0.40317,14.84035,15.0776,14.19993,649.78723,105.02137,0.78772,228.5008,190.84987,71.74902,12.32917,650.25982,104.33743,0.74973,44.06512,10.57495,62.49175,85.705,85.78807,85.86953,644.6155,649.26477,654.18954,11.85296,14.50463,28.01244,0.73394,0.84815,0.96648,97.99413,102.68228,106.5664,559.8772
314,45.19085,204.99044572333176,19.516154752314147,0.12455,0.11537,0.11836,17.08138,17.37476,16.46562,211.29989,96.06765,0.69084,281.88217,270.8316,0.6298,6.19396,207.83903,87.36431,0.24113,349.7113,77.04895,154.085,45.08,45.17029,45.26098,205.6611,207.98201,210.70291,5.79158,7.17199,12.35894,0.14366,0.48593,0.92782,80.29493,88.45531,95.43381,52.61789
315,37.77766,22.41517416212218,43.979540663889004,0.33923,0.33026,0.33494,13.49313,13.59587,12.79071,218.96277,37.47573,0.24538,194.68356,49.57797,26.75696,7.47706,218.91557,38.84366,0.25858,176.03101,66.41869,26.69991,37.77207,37.78962,37.80705,218.51108,218.93973,219.37648,7.22371,7.55391,7.88212,0.18443,0.25275,0.31924,34.75298,39.9867,44.45906,1019.49188
316,91.01411,229.25640281461915,-39.12671772110955,0.20315,0.18938,0.28254,16.95885,17.15637,16.30055,1432.76946,148.81787,0.423,322.62402,255.46134,217.30119,9.32024,1363.4114,142.88404,0.52516,230.58769,160.82239,214.61881,90.66817,91.02575,91.39409,1328.19609,1381.22267,1459.16585,8.7412,10.90651,23.27815,0.40728,0.68915,0.94821,116.4758,134.66984,147.48519,178.46698
317,79.01606,35.41130141771879,-40.46232455619327,0.19365,0.18869,0.28707,15.48255,15.56615,14.77097,304.09131,128.39556,0.01203,198.00939,77.64565,23.5614,4.78189,301.12969,117.90171,0.3521,92.55936,73.054,241.30457,78.99741,79.08536,79.1694,297.34455,300.58919,303.67095,4.32994,5.1294,6.82012,0.19837,0.45564,0.77775,107.63116,116.26986,126.3787,81.91541
318,158.46467,107.54766342434667,65.78783556752644,0.4167,0.4044,0.56519,15.40153,15.50091,14.69751,1299.95326,156.2969,0.6698,186.62254,24.80199,38.56016,10.51952,1273.38819,139.58288,0.6474,221.53682,51.62093,83.53085,157.15581,157.63523,158.12473,1241.21801,1304.39535,1415.75166,10.22621,12.46271,23.43622,0.61983,0.79403,0.95138,114.87247,131.05246,144.81183,274.08335
319,209.94175,226.4209123721151,-41.060107152615934,0.60843,0.60116,0.75722,13.92574,14.00243,13.21083,971.76729,128.809,0.25803,42.5668,229.91014,86.25848,11.69333,986.09289,144.5004,0.14937,206.6816,39.46715,66.88863,208.5963,209.19488,209.76085,968.02209,990.89791,1013.44959,11.33633,12.44529,13.77374,0.04528,0.15698,0.34542,128.13244,138.03451,149.58783,183.40313
320,44.06409,171.46627711177746,-43.05272457090931,0.24671,0.23973,0.3544,14.58313,14.66355,13.87002,446.31649,89.59709,0.36061,239.10809,16.45319,30.20159,5.17645,447.95579,91.10598,0.49854,223.48088,13.07507,12.57861,44.03625,44.05908,44.08146,445.31899,447.73543,450.11365,4.887,5.2139,5.58019,0.40467,0.5041,0.60352,88.33958,90.89649,93.44302,434.26576
321,145.32562,110.14460594481451,-18.87633146442887,0.41413,0.40213,0.56148,15.15488,15.25301,14.45026,915.37361,89.92739,0.05176,259.27711,310.24078,88.45266,12.86924,950.84322,98.02958,0.80976,101.00189,121.52807,160.82137,145.08691,145.42186,145.76341,926.6432,954.33986,986.72659,7.40723,12.89857,35.76678,0.34366,0.84938,0.98366,90.67346,95.154,102.61411,73.69776
322,133.50452,47.33383275291335,-70.25734040732038,0.39106,0.38287,0.52099,15.2716,15.3353,14.55041,847.69531,122.18475,0.09913,114.01396,15.70014,70.10476,8.16997,831.20884,118.72257,0.6327,3.23182,5.27576,672.35444,133.03376,133.25054,133.46883,816.68449,836.05981,858.13012,7.92536,11.67297,50.28019,0.50636,0.91542,0.99648,97.44529,111.66399,125.81727,77.80496
323,130.19043,311.7784148544743,7.507464764782503,0.64851,0.63994,0.72263,13.22951,13.31129,12.51705,1271.10421,84.02698,0.51497,50.18036,323.43497,162.65618,12.57178,1445.70288,91.4323,0.37251,214.25705,143.27821,192.66083,130.0962,130.31852,130.53744,1403.78313,1469.91782,1552.51899,11.51756,12.38527,13.76716,0.2323,0.36682,0.50445,87.87355,91.8046,95.7129,954.39448
324,69.46503,67.16801467653353,9.3178332017798,0.48972,0.48405,0.61989,13.08034,13.13027,12.35244,876.81359,89.27755,0.73466,347.24507,31.74958,125.49344,6.2168,844.6155,82.87022,0.57391,337.05547,29.80422,95.93072,69.42542,69.48577,69.54599,834.50685,850.57713,865.59513,5.98436,7.08743,15.01566,0.49251,0.76039,0.99178,76.46303,82.78479,87.82262,248.08331
325,108.85453,180.28533207321908,63.43987949649338,0.41037,0.4044,0.54903,14.43014,14.48049,13.70245,1379.21616,120.21177,0.22183,255.02398,113.65049,86.73835,5.63556,1323.67935,116.34752,0.34058,297.76723,115.83678,255.97097,108.51769,108.63444,108.75518,1299.0202,1337.66963,1386.94317,5.21681,5.64821,6.17244,0.1821,0.3278,0.47401,109.73359,114.98824,120.75727,315.73074
326,63.06464,235.32964013940736,-53.94791069742822,0.25708,0.24557,0.36637,15.1674,15.28754,14.47323,624.78249,31.12719,0.89675,171.57747,183.96964,45.69567,10.11881,637.86498,51.27838,0.95661,288.04564,56.174,35.1709,62.94039,63.00666,63.07532,631.71391,637.44322,643.86763,7.09884,21.7746,100.74663,0.89153,0.99107,0.99947,47.92375,72.22897,85.66178,173.70171
327,168.20241,169.14219318527813,-5.133358799575987,0.28717,0.27478,0.40549,16.67647,16.80308,15.98535,1209.00495,62.23738,0.06902,137.6552,2.50625,5.01649,12.52944,1200.05715,82.41585,0.38137,157.27761,18.88812,132.47926,167.87828,168.96759,170.07182,1163.57026,1243.16288,1331.99884,14.62664,39.93196,214.98141,0.66937,0.98545,0.99933,71.18433,85.37795,91.89742,64.24842
328,146.02979,124.32687408724176,-45.076730580867164,0.73981,0.73352,0.82517,12.45079,12.51235,11.72856,232.86804,69.39817,0.51337,128.64434,139.35944,2.58049,11.79533,235.16572,56.22849,0.26883,207.59927,19.38368,208.11195,145.99372,146.17121,146.35526,232.80458,234.84475,236.98674,11.69376,16.39134,51.25422,0.21097,0.74278,0.98169,51.15733,65.26874,78.16602,51.8867
329,96.59222,201.8026680696745,-74.82359710079137,0.29964,0.28808,0.41683,15.25025,15.35797,14.5502,847.49153,128.43211,0.64636,300.98835,14.19696,100.99959,7.17464,849.80371,130.81456,0.56729,318.7158,24.77906,119.73361,96.57475,96.69106,96.80753,837.08854,849.88069,862.61005,6.52575,7.46807,10.04564,0.41584,0.61338,0.83772,120.62306,128.9909,137.4681,255.30916
330,132.98958,48.43512588446907,63.43227486630005,0.57624,0.57114,0.65664,14.01678,14.06093,13.28606,876.92798,108.39746,0.20399,139.70077,129.19676,89.97813,5.20966,925.88423,115.43513,0.38882,218.75122,133.0177,290.38439,132.77011,132.93414,133.1058,901.49678,928.22417,959.9849,4.93953,6.15423,13.6127,0.32379,0.65129,0.95806,103.11192,112.12773,122.13588,82.44935
331,73.46045,153.1343466651707,-47.29628402958805,0.75069,0.74188,0.85284,10.69317,10.76679,9.97678,103.71244,55.154,0.65329,216.96022,56.46075,0.69473,12.44612,102.17512,79.76694,0.16842,110.42967,68.21766,77.50896,73.34059,73.3854,73.43307,103.10777,103.47865,103.81513,17.84619,37.819,161.69446,0.82531,0.99001,0.99946,57.11111,72.86747,84.3011,62.61847
332,60.02506,308.31878653245377,7.69842947566136,0.35738,0.34244,0.47731,13.71002,13.84794,13.02422,2488.0125,71.80736,0.44063,140.75229,37.36678,119.02839,12.54405,2081.95432,71.50327,0.25788,159.13056,35.01834,166.16357,59.95018,59.99106,60.03198,2001.31511,2155.57749,2401.6202,12.33923,12.72161,13.22122,0.22278,0.27807,0.34431,70.76773,71.91671,73.04064,4221.50393
333,97.9722,168.68965543759518,-21.360919159804542,0.23884,0.23116,0.35075,16.00374,16.09378,15.29525,1457.69831,55.69033,0.60733,51.86562,268.85852,42.87837,7.08931,1168.05403,53.20176,0.70539,189.06915,75.12701,1021.22692,97.61856,97.87359,98.11386,1130.36908,1203.24456,1306.66264,8.76126,27.28866,111.80537,0.87949,0.99027,0.99925,55.77095,76.4223,86.1874,82.77781
334,87.31263,105.55683510792484,-66.43287422291188,0.31828,0.30645,0.39977,15.51046,15.63608,14.81888,893.20037,102.4838,0.48194,205.78195,333.37007,33.28479,9.80137,878.92139,103.29656,0.34152,37.63001,160.93935,50.12853,87.17132,87.29081,87.4077,866.60937,881.22427,896.59159,9.24494,9.89101,10.58781,0.20187,0.32866,0.46054,99.07136,102.96254,107.03505,304.61968
335,111.26518,290.3806306365397,42.298484647409744,0.30203,0.2866,0.39878,16.05891,16.20762,15.37815,899.25965,142.81886,0.60957,157.12903,249.42,64.27314,12.66727,888.41351,128.91984,0.76286,297.90566,38.36591,46.17303,111.3325,111.54806,111.77077,879.08574,889.66504,902.30751,10.66621,14.50993,34.93142,0.61616,0.83392,0.97567,107.03306,123.33805,134.44201,188.67414
336,42.48158,11.337072451669716,-11.66282842959533,0.14955,0.14503,0.22556,15.33235,15.46318,14.64322,673.84541,174.68732,0.11532,347.18638,144.27535,42.40252,5.97598,666.71984,165.8476,0.08645,287.28437,76.13311,50.4001,42.40373,42.4443,42.48335,663.16116,667.16594,671.34013,5.93486,6.12908,6.35677,0.03272,0.0823,0.14083,152.48295,158.22582,164.49869,2005.54292
337,89.78276,349.07538805583465,-62.728055000172226,0.13058,0.11806,0.17742,17.02031,17.38026,16.43286,1589.3211,125.35132,0.18046,81.40089,80.21149,226.99002,12.8836,1629.91752,123.3803,0.30586,77.31303,76.86414,218.24967,89.54015,89.80483,90.06826,1588.88937,1652.46466,1742.45635,12.4088,12.88662,13.37806,0.25394,0.31955,0.39114,120.48084,123.43361,126.6509,1402.713
338,93.00528,264.29272350650825,46.71718423488741,0.27723,0.26537,0.39662,15.27647,15.38687,14.57769,733.52815,127.91284,0.81132,74.37328,231.4911,20.31867,4.28107,770.70501,139.7126,0.30567,241.25491,42.66788,14.65566,93.25565,93.40816,93.5527,756.78009,774.78017,793.68939,3.87661,4.44405,5.19615,0.09108,0.26999,0.51725,125.68263,135.66988,147.11447,101.64403
339,37.70091,150.41686004977996,-59.60581565259998,0.26819,0.25885,0.38626,13.6167,13.71268,12.91106,89.69927,143.30494,0.02843,194.01456,301.42547,11.81238,5.68421,90.00226,148.86786,0.10674,301.55747,104.61965,85.6604,37.67808,37.69001,37.70153,89.63848,89.83912,90.03157,5.75848,6.36154,7.1144,0.19194,0.34109,0.51059,133.95258,143.04055,153.28017,193.88603
340,43.1224,274.24821196637015,-28.968735701683347,0.63305,0.62726,0.73706,10.69354,10.75418,9.97086,417.73952,55.05984,0.54112,210.85449,185.43384,30.31956,11.85504,415.08774,48.5953,0.41789,26.32779,17.06417,42.20456,43.03592,43.08972,43.13719,409.98139,414.04256,417.97751,11.4294,12.20234,13.23955,0.34961,0.43459,0.52777,42.54954,48.86897,54.46837,752.90125
341,129.14628,69.70210212707876,-7.190015695795238,0.66325,0.6583,0.83797,12.01849,12.06881,11.29079,1544.53175,30.72423,0.14825,357.73392,41.42173,37.47966,10.81239,1473.84312,36.75686,0.2243,358.46434,47.99023,74.59277,129.27102,129.51717,129.75616,1434.51419,1476.16078,1527.61723,10.0469,11.07497,12.21042,0.1476,0.25884,0.38108,30.39096,39.65943,47.13382,283.69926
342,67.56406,208.41541037909423,28.30183131469504,0.22619,0.20559,0.32992,15.30095,15.54508,14.66359,1025.12421,104.23217,0.666,31.98893,113.52266,138.4268,12.95817,1027.53523,101.36134,0.66628,28.36973,113.45205,131.89229,67.51743,67.59445,67.6753,1019.01334,1026.82309,1034.81976,12.43197,13.3326,15.22291,0.61988,0.70126,0.82788,100.00462,101.63221,103.31706,1192.89125
343,31.71553,205.9586863967049,-38.39531850232869,0.26242,0.25474,0.36546,13.71645,13.78713,12.99864,758.59828,122.44346,0.22099,8.65643,323.71766,78.40384,4.31867,752.99208,118.49331,0.20833,221.768,140.46997,151.97347,31.69917,31.71396,31.72844,748.15317,753.26731,758.3887,4.17169,4.31475,4.46444,0.13136,0.19727,0.26306,116.46608,118.49575,120.56962,1398.88375
344,119.01084,290.1472091971655,12.91957661818541,0.31294,0.30602,0.31115,16.46738,16.55138,15.75599,1647.36041,49.26325,0.19146,359.36568,203.8308,122.34289,6.84045,1417.22309,50.36876,0.19364,271.23363,1.34075,406.87283,118.43526,118.81201,119.18592,1385.34754,1431.71435,1499.27544,6.21652,6.87004,7.57334,0.06525,0.19202,0.36998,42.39377,51.04177,58.10958,222.80095
345,175.95559,249.75454784830814,39.66370060639155,0.30295,0.28528,0.41481,16.64731,16.81205,15.97398,949.41845,154.02392,0.13318,129.83978,60.66066,6.63324,10.58823,921.75165,146.50758,0.35505,11.21609,32.61822,707.31838,175.15367,175.98381,176.87647,900.71562,940.13341,991.80848,10.51111,13.04369,27.33193,0.18505,0.5673,0.94252,113.05581,128.9278,143.36812,67.15565
346,190.3262,212.03840477903347,-17.695995315894088,0.55977,0.55448,0.66598,14.70982,14.75806,13.9811,660.23545,152.48041,0.11101,203.58253,170.63554,65.15066,10.41398,639.13626,118.35821,0.2435,210.35758,148.66196,98.92378,190.03111,190.6384,191.22902,623.26815,641.08662,660.15776,10.01763,12.77596,32.96041,0.16989,0.58083,0.97669,101.19478,113.72182,128.76895,67.58985
347,71.7278,215.1868485816756,-17.317972765253554,0.21571,0.20656,0.30806,15.06073,15.14998,14.35186,982.39712,105.2365,0.71195,222.65747,68.19712,55.90474,3.74739,936.7997,97.78641,0.23566,241.83115,83.93831,104.92491,71.69487,71.82085,71.94526,898.07268,932.98446,967.22323,3.46909,4.0453,5.77079,0.12212,0.36824,0.85649,92.61267,97.23341,102.4847,88.77791
348,125.03923,140.1461615328882,-72.37937892166876,0.52935,0.52125,0.64714,13.98301,14.05524,13.26595,1543.1958,55.93514,0.40026,295.07384,1.29373,111.89818,10.61622,1404.35974,59.68077,0.50409,305.89954,11.7502,194.52494,124.69318,124.82102,124.949,1371.54013,1427.66246,1514.87319,10.01391,10.78764,11.74491,0.43453,0.52606,0.62193,57.01193,60.92522,64.59281,519.35063
349,42.33465,49.989958479063546,-37.07049843875772,0.14179,0.13486,0.21604,15.99845,16.20839,15.34578,69.48403,70.17005,0.25865,170.0878,315.97575,3.50494,8.65298,69.45626,71.04726,0.33265,313.3172,137.5147,67.65468,42.30335,42.33754,42.37221,69.29156,69.45065,69.63487,7.69479,9.23524,13.55547,0.13182,0.39675,0.86737,63.07046,71.86014,79.48694,71.48165
350,127.5834,319.85532557635656,-87.57171078955969,0.29853,0.28775,0.42615,15.42478,15.50747,14.71277,1303.43783,76.79415,0.68024,43.33895,48.76813,181.79958,4.31936,1247.29368,91.68639,0.28976,40.9607,57.54189,167.22883,127.33483,127.54342,127.74731,1193.59049,1253.93815,1328.7222,3.9988,5.34785,19.39622,0.20673,0.74493,0.99632,84.4909,91.41648,100.24709,62.9219
351,66.17046,2.346625412920367,5.748590016055208,0.4896,0.48014,0.6127,13.03677,13.1185,12.32429,501.33659,115.2352,0.1214,1.30749,240.57518,32.39008,10.3172,502.1455,113.01493,0.06784,23.64529,60.56535,313.39672,66.07885,66.13641,66.19323,497.54795,501.85783,506.2261,9.71218,10.40685,11.09822,0.02954,0.09185,0.18618,109.97014,112.75321,115.74455,336.72098
352,107.16486,211.04097095820316,-86.46904551120248,0.46472,0.45468,0.54869,14.63368,14.71737,13.92214,778.34158,66.65265,0.28931,248.86721,333.68579,17.36898,9.97636,786.10135,64.0948,0.32834,86.98063,155.6549,58.35407,107.02014,107.1538,107.28487,777.59439,785.6137,793.47685,9.33703,9.94797,10.61411,0.18267,0.30635,0.41963,59.94948,64.14413,68.01804,398.52791
353,35.44296,292.3652692414427,43.98472989480114,0.47753,0.46798,0.51721,11.83552,11.91579,11.12234,1646.91508,49.03744,0.48592,108.47965,205.59228,114.16461,10.17063,1530.46485,45.45913,0.36614,287.27489,21.30396,87.53609,35.46487,35.4756,35.48654,1509.79949,1531.92903,1556.34649,9.98588,10.18117,10.38233,0.34287,0.36696,0.39134,44.04758,45.56934,47.04029,10806.74365
354,75.14055,9.177356512424101,61.3120677786505,0.34624,0.33084,0.46618,14.02482,14.13392,13.32542,773.80127,24.20371,0.64168,100.21404,318.19776,92.07104,8.00191,769.3492,26.82333,0.57257,292.22731,121.88,83.3238,75.08246,75.13891,75.1953,765.0669,769.30966,773.72326,7.62004,8.08173,8.6927,0.50659,0.57326,0.64101,21.896,29.18087,35.32927,1106.99464
355,135.57551,289.25093472326665,8.23243671871535,0.23581,0.22569,0.34727,16.09513,16.19788,15.39271,1305.49991,9.65507,0.49249,175.07511,176.18686,204.33072,7.52793,1308.27253,57.01708,0.57014,252.89921,116.33668,276.0231,134.90172,135.42802,135.972,1273.04806,1350.06466,1533.98072,7.61641,17.25778,67.44616,0.65073,0.95985,0.99713,52.15842,70.98464,84.16562,65.10039
356,81.15392,45.55576518267717,-33.89104662366027,0.44775,0.43774,0.58624,13.6714,13.75294,12.95883,1033.35402,101.92793,0.46712,325.52928,135.56787,116.92906,8.55154,1065.41264,101.12532,0.32343,335.92149,141.52523,146.93014,81.11303,81.17455,81.23646,1053.75015,1066.38689,1079.41457,8.08661,8.51295,8.971,0.22959,0.31296,0.39465,99.32119,101.1449,102.99583,705.49699
357,241.89124,322.00572409545464,30.64008895854376,0.53111,0.52359,0.67655,15.09191,15.16763,14.37653,1662.98542,103.22047,0.43821,178.01119,87.72076,21.93844,12.35515,1443.92128,112.26878,0.21751,101.40611,91.69565,1155.78147,242.03123,242.93726,243.87843,1410.47605,1514.74004,1916.20675,10.95549,12.26967,13.84786,0.11249,0.30573,0.5906,105.39366,112.29207,120.22827,162.4005
358,18.44981,27.861688557925156,-41.70275459122727,0.33803,0.32274,0.46537,10.98454,11.08215,10.27967,236.77124,147.68437,0.71799,28.31714,236.65596,8.89567,6.65556,236.71805,141.99628,0.63294,190.98869,43.69164,5.67759,18.45442,18.45752,18.46059,236.44628,236.72021,236.99651,6.52094,6.67476,6.83501,0.59673,0.63437,0.67213,138.19291,141.83012,145.95471,3615.70319
